id,reference,currentStage,edition,publicationDate
54328,ISO/IEEE 11073-10471:2010,9599,1,2010-04-19
54330,ISO 13832:2013,9093,1,2013-03-19
54331,ISO/IEEE 11073-20601:2010,9599,1,2010-04-19
54332,ISO 13833:2013,9093,1,2013-03-20
54333,ISO/NP 13858,1098,1,
54334,ISO/CD 5776,3098,2,
54335,ISO 12756:1998/Amd 1:2011,9599,1,2011-01-28
54336,ISO 14145-1:1998/Amd 1:2011,9599,1,2011-02-23
54337,ISO 13859:2014,9093,1,2014-02-03
54338,ISO 13876:2013,9599,1,2013-11-04
54339,ISO/TS 13896:2012,9093,1,2012-08-22
54340,ISO/IEC 24735:2009/Cor 1:2009,9599,1,2009-06-17
54341,ISO/TS 13907:2012,9093,1,2012-08-30
54342,ISO 13913:2014,9093,1,2014-02-07
54343,ISO 13914:2013,9599,1,2013-11-20
54344,ISO/TR 26122:2008/Cor 1:2009,6060,1,2009-05-13
54345,ISO 3272-1:2003/Cor 1:2009,6060,2,2009-05-22
54346,ISO 23551-1:2012,9599,2,2012-08-08
54349,ISO 13931:2013,9093,1,2013-07-22
54350,ISO/IEC Guide 98-3:2008/Suppl 1:2008/Cor 1:2009,6060,1,2009-05-07
54351,ISO 14855-1:2005/Cor 1:2009,9599,1,2009-05-22
54352,ISO/NP 13932,1098,1,
54353,ISO 13933:2014,9093,1,2014-07-11
54354,ISO 13939:2012,9599,1,2012-07-20
54355,ISO 14853:2005/Cor 1:2009,9599,1,2009-05-22
54356,ISO/IEC/IEEE 21450:2010,9093,1,2010-05-20
54357,ISO/IEC/IEEE 21451-1:2010,9093,1,2010-05-20
54358,ISO 13970:2011,9093,1,2011-11-29
54359,ISO/IEC DIS 11695-4,4098,1,
54360,ISO 11681-1:2011,9599,3,2011-11-25
54361,ISO 11681-2:2011,9599,3,2011-11-25
54362,ISO 13971:2012,9093,1,2012-08-28
54363,ISO 7779:2010,9599,3,2010-07-29
54364,ISO/IEEE 11073-10472:2012,9599,1,2012-10-26
54365,ISO/HL7 NP 13972,1098,1,
54366,ISO 11358-3:2013,9599,1,2013-12-11
54367,ISO/IEC/IEEE 21451-2:2010,9093,1,2010-05-20
54368,ISO/IEC/IEEE 21451-4:2010,9093,1,2010-05-20
54369,ISO 7539-1:2012,9060,2,2012-12-14
54370,ISO 21601:2013,9060,1,2013-03-21
54371,ISO 1920-2:2016,9093,2,2016-11-03
54372,ISO 437:1982/NP Amd 1,1098,1,
54373,ISO/TR 13973:2014,6060,1,2014-11-06
54374,ISO/IEC 9995-9:2016,9599,1,2016-09-28
54375,ISO/IEC 14496-5:2001/Amd 14:2009/Cor 1:2010,6060,2,2010-02-11
54376,ISO/IEC 14496-22:2009/Amd 1:2010,9599,2,2010-11-25
54377,ISO/IEC 23000-11:2009/Amd 1:2011,6060,1,2011-07-01
54378,ISO/PWI 13546,0098,1,
54379,ISO 13547-1:2014,9093,1,2014-10-30
54380,ISO 13547-2:2014,9093,1,2014-11-10
54381,ISO/PWI 13548,0098,1,
54382,ISO/PWI 18855,0098,1,
54383,ISO/PWI 15661-2,0098,1,
54384,ISO 15615:2013,9599,2,2013-04-10
54385,ISO 5172:2006/Amd 1:2012,6060,3,2012-07-09
54386,ISO/NP 10816-5,1098,2,
54387,ISO 14839-1:2002/Amd 1:2010,9599,1,2010-10-26
54388,ISO/IEC/IEEE 15289:2011,9599,1,2011-11-03
54389,ISO 11783-2:2012,9599,2,2012-02-24
54390,ISO 11783-9:2012,9020,2,2012-01-30
54391,ISO/NP 1920-3,1098,2,
54392,ISO/NP 1920-4,1098,2,
54393,ISO/NP 1920-6,1098,2,
54395,ISO 18738-1:2012,9599,1,2012-10-01
54396,ISO 13975:2012,9599,1,2012-05-04
54399,ISO/TR 14735:2013,6060,1,2013-04-10
54400,ISO 7240-23:2013,9093,1,2013-01-03
54401,ISO 17932:2011,9093,2,2011-09-15
54402,ISO/IEC TS 11581-41:2014,9093,1,2014-05-19
54403,ISO 7452:2013,9093,3,2013-01-08
54404,ISO 10362-1:1999/Amd 1:2011,9599,2,2011-07-21
54405,ISO 10315:2000/Amd 1:2011,9599,2,2011-07-21
54406,ISO 10362-2:1994/Amd 1:2011,9599,1,2011-07-21
54409,ISO/IEC 14496-26:2010/Amd 2:2010,9599,1,2010-09-29
54410,ISO/IEC 21000-2:2005/Amd 1:2012,6060,2,2012-03-15
54411,ISO/IEC 21000-4:2006/Amd 2:2012,6060,1,2012-03-30
54412,ISO 7800:2012,9093,3,2012-03-20
54413,ISO/WD 14080,2098,1,
54414,ISO/NP 3807-1,1098,2,
54415,ISO/NP 3807-2,1098,2,
54416,ISO/IEC 10373-1:2006/Amd 1:2012,9599,2,2012-10-23
54417,ISO 6405-1:2004/Amd 1:2010,9599,2,2010-12-10
54418,ISO 22915-13:2012,9599,1,2012-02-14
54419,ISO 11064-4:2013,9093,2,2013-11-06
54420,ISO/IEC 24702:2006/Amd 1:2009,9599,1,2009-10-02
54421,ISO/NP 14081,1098,1,
54423,ISO 6873:2013,9093,3,2013-03-27
54424,ISO/TR 23849:2010,9599,1,2010-04-29
54425,ISO/TS 22745-14:2010,9093,1,2010-04-01
54427,ISO 14084-1:2015,9093,1,2015-06-04
54428,ISO 14084-2:2015,9093,1,2015-04-08
54429,ISO/TS 11365:2011,9599,1,2011-03-16
54430,ISO/TS 11366:2011,9599,1,2011-03-16
54431,ISO 22196:2011,9093,2,2011-07-21
54432,ISO 7010:2011,9599,2,2011-05-27
54433,ISO 14085-1:2015,9060,1,2015-02-26
54434,ISO 14085-2:2015,9060,1,2015-02-26
54435,ISO 14085-3:2015,9599,1,2015-02-26
54436,ISO 14085-4:2015,9060,1,2015-02-26
54437,ISO 14085-5:2015,9060,1,2015-02-26
54438,ISO 14085-6:2015,9060,1,2015-02-26
54440,ISO/TS 80004-2:2015,9599,1,2015-06-04
54441,ISO 2919:2012,9093,3,2012-02-14
54442,ISO 22072:2011,9092,2,2011-07-28
54443,ISO/NP 14086,1098,1,
54444,ISO 11640:2012,9599,2,2012-11-13
54445,ISO 11641:2012,9599,2,2012-11-14
54446,ISO 11642:2012,9599,2,2012-11-14
54447,ISO 17228:2015,9092,2,2015-02-25
54448,ISO 20433:2012,9599,2,2012-09-24
54449,ISO/NP 17227,1098,2,
54450,ISO 14268:2012,9599,2,2012-10-26
54451,ISO 5402-2:2015,9060,1,2015-09-11
54452,ISO 17076-1:2012,9599,1,2012-03-08
54453,ISO 17076-2:2011,9093,1,2011-06-07
54454,ISO 14087:2011,9599,1,2011-11-25
54455,ISO 26082-1:2012,9599,1,2012-03-16
54456,ISO 26082-2:2012,9092,1,2012-06-26
54457,ISO 17226-3:2011,9093,1,2011-05-06
54458,ISO 14088:2012,9599,1,2012-01-19
54459,ISO/NP 14089,1098,1,
54460,ISO 16701:2015,9599,2,2015-05-21
54461,ISO/NP TS 21219,1098,1,
54462,ISO 21007-2:2013,9599,2,2013-01-28
54464,ISO/NP 5208,1098,4,
54465,ISO/NP 787-26,1098,1,
54466,ISO 30002:2010,9599,1,2010-04-12
54467,ISO/NP 4021,1098,3,
54468,ISO 18413:2015,9093,2,2015-03-20
54469,ISO/CD 11943,3098,2,
54470,ISO/TS 14101:2012,9020,1,2012-11-05
54472,ISO 14117:2012,9599,1,2012-07-10
54473,ISO 15758:2014,9060,2,2014-05-05
54477,ISO/NP 14142,1098,1,
54478,ISO/NP 14144,1098,1,
54479,ISO/NP 14147,1098,1,
54480,ISO/NP 14151,1098,1,
54481,ISO/NP 14153,1098,1,
54482,ISO/NP 14176,1098,1,
54483,ISO/NP 14178,1098,1,
54484,ISO/NP 14185,1098,1,
54485,ISO 14186:2013,9093,1,2013-08-09
54486,ISO 6363-1:2012,9599,2,2012-07-12
54487,ISO/TR 14187:2011,9599,1,2011-08-09
54488,ISO 6363-2:2012,9599,2,2012-07-12
54489,ISO 6363-3:2012,9599,1,2012-07-12
54490,ISO 6363-4:2012,9599,2,2012-07-12
54491,ISO 6363-5:2012,9599,2,2012-07-12
54492,ISO/NP TR 14110,1098,1,
54493,ISO 6363-6:2012,9599,1,2012-07-12
54494,ISO 14188:2012,9093,1,2012-10-10
54495,ISO 14189:2013,9093,1,2013-10-29
54496,ISO/TS 14198:2012,9599,1,2012-11-07
54497,ISO 22400-2:2014,9092,1,2014-01-06
54498,ISO 15765-1:2011,9599,2,2011-10-11
54499,ISO 15765-2:2011,9599,2,2011-11-15
54500,ISO 11452-4:2011,9599,4,2011-12-09
54501,ISO/PAS 28005-2:2009,9599,1,2009-10-14
54502,ISO/NP 15590-2,1098,2,
54503,ISO 15589-1:2015,9599,2,2015-03-02
54504,ISO/CD 14199,3098,1,
54505,ISO/IEC 19794-7:2007/Cor 1:2009,6060,1,2009-11-20
54506,ISO 14200:2012,9599,1,2012-11-13
54507,ISO 14222:2013,9599,1,2013-09-16
54508,ISO 3691-3:2016,9093,1,2016-11-30
54509,ISO 13643-2:2013,9599,1,2013-06-19
54511,ISO/NP 14228,1098,1,
54512,ISO/NP 14241,1098,1,
54513,ISO 2575:2010,9599,8,2010-07-01
54514,ISO 614:2012,9093,4,2012-06-13
54515,ISO 1751:2012,9093,3,2012-06-29
54516,ISO 6772:2012,9092,3,2012-09-24
54517,ISO 3434:2012,9093,3,2012-08-31
54518,ISO 3903:2012,9093,3,2012-06-29
54519,ISO 21005:2012,9599,2,2012-06-20
54520,ISO 8009:2004/Amd 1:2012,9599,1,2012-02-13
54521,ISO 18852:2005/DAmd 1,4098,1,
54522,ISO 10360-8:2013,9093,1,2013-11-21
54523,ISO 10360-9:2013,9093,1,2013-11-28
54524,ISO 14244:2014,9093,1,2014-02-11
54527,ISO/IEC 11770-5:2011,9599,1,2011-12-16
54528,ISO/IEC 18033-1:2005/Amd 1:2011,9599,1,2011-02-16
54529,ISO/IEC 9798-6:2010,9093,2,2010-11-17
54530,ISO/IEC 18033-1:2015,9599,2,2015-07-24
54531,ISO/IEC 18033-3:2010,9093,2,2010-12-14
54532,ISO/IEC 18033-4:2011,9093,2,2011-12-16
54533,ISO/IEC 27002:2013,9599,2,2013-09-25
54534,ISO/IEC 27001:2013,9599,2,2013-09-25
54535,ISO/DIS 22477-5,4098,1,
54536,ISO 14001:2004/Cor 1:2009,9599,2,2009-07-17
54537,ISO/IEC TS 15504-10:2011,9599,1,2011-11-21
54538,ISO 9001:2008/Cor 1:2009,9599,4,2009-07-17
54539,ISO/IEC 10373-2:2006/Cor 1:2010,9599,2,2010-05-05
54541,ISO 19334:2010,9093,2,2010-03-03
54542,ISO 22241-5:2012,9599,1,2012-11-27
54543,ISO/NP 14264,1098,1,
54544,ISO 12956:2010,9599,2,2010-04-08
